Date,Rented Bike Count,Temperature,Humidity,Wind speed,Rainfall
10-12-17,13,0.3,74,1,0
10-12-17,9,-0.5,90,0.9,2.5
10-12-17,20,-0.4,92,1.1,0
10-12-17,35,-0.2,90,1.2,0
10-12-17,31,0.2,90,1,1.6
10-12-17,19,0.5,91,0.4,0
10-12-17,58,0.9,92,0.9,0
10-12-17,119,2.3,88,0.3,0
10-12-17,182,3.3,87,1.1,0
10-12-17,235,4.2,85,0.7,0
10-12-17,180,6.7,63,4.5,0
10-12-17,214,5.4,71,3.5,0
10-12-17,226,3.6,65,4.3,0
10-12-17,210,2,61,3,0
10-12-17,181,1.6,53,4,0
10-12-17,165,0.6,57,3.9,0
10-12-17,167,0,59,3,0
10-12-17,152,-1,56,4.7,0
10-12-17,148,-1.4,43,4.3,0
11-12-17,125,-2.5,39,3.4,0
11-12-17,111,-3.4,36,3.8,0
11-12-17,67,-4.2,35,3.4,0
11-12-17,45,-4.7,38,2.4,0
11-12-17,44,-5.2,35,3.2,0
11-12-17,86,-5.6,38,3.2,0
11-12-17,136,-5.9,39,2.9,0
11-12-17,325,-6,39,3.1,0
11-12-17,653,-6,38,3.6,0
11-12-17,326,-5.9,36,5.1,0
11-12-17,212,-5.3,32,4.5,0
11-12-17,226,-4.7,36,3.8,0
11-12-17,247,-5.2,33,4.6,0
11-12-17,241,-5.4,32,5.1,0
11-12-17,253,-5.4,31,4.1,0
11-12-17,269,-5.5,33,4.5,0
11-12-17,277,-6,40,4,0
11-12-17,361,-7.1,44,4.2,0
11-12-17,557,-7.9,43,3.3,0
11-12-17,371,-8.6,45,3.9,0
11-12-17,254,-9.3,49,3.8,0
11-12-17,266,-9.7,51,2.5,0
11-12-17,222,-10.2,50,3,0
11-12-17,174,-10.7,53,1.2,0
12-12-17,133,-11,51,1.1,0
12-12-17,127,-11.2,51,1.1,0
12-12-17,95,-11.5,50,0.7,0
12-12-17,54,-11.6,50,2.2,0
12-12-17,46,-11.6,47,2.1,0
12-12-17,65,-11.6,45,2.8,0
12-12-17,104,-11.8,47,2.5,0
12-12-17,280,-12.1,50,2.3,0
12-12-17,580,-12.3,52,1.3,0
12-12-17,275,-11.8,46,2.9,0
12-12-17,184,-10.5,45,3.3,0
12-12-17,201,-9.4,42,3.1,0
12-12-17,228,-8.3,35,2.9,0
12-12-17,225,-6.9,37,2.4,0
12-12-17,258,-5.4,32,2,0
12-12-17,250,-5.8,30,2.8,0
12-12-17,248,-6,29,2.8,0
12-12-17,305,-7,32,2.6,0
12-12-17,529,-7.7,36,1,0
12-12-17,350,-8.2,43,1.1,0
12-12-17,260,-8.4,42,1,0
12-12-17,270,-8.8,43,1.4,0
12-12-17,256,-9,45,1.3,0
12-12-17,173,-9.3,47,2.1,0
13-12-17,168,-9.5,48,1.3,0
13-12-17,183,-10.2,52,1.6,0
13-12-17,120,-10.4,53,1.8,0
13-12-17,79,-10.9,55,1.8,0
13-12-17,41,-11.4,58,1.3,0
13-12-17,68,-11.5,58,1.1,0
13-12-17,109,-11.9,57,1.1,0
13-12-17,310,-11.7,53,1.6,0
13-12-17,591,-11.4,47,3.3,0
13-12-17,340,-11.1,46,3.4,0
13-12-17,202,-9.5,39,2.1,0
13-12-17,251,-8.1,35,1.8,0
13-12-17,267,-6.5,30,2.9,0
13-12-17,251,-5.8,28,2.9,0
13-12-17,240,-4.7,27,2.9,0
13-12-17,240,-4.9,26,3.1,0
13-12-17,278,-4.5,26,2.2,0
13-12-17,392,-5.6,29,1.7,0
13-12-17,537,-6.6,33,1.1,0
13-12-17,373,-6.6,31,1.6,0
13-12-17,263,-7.6,35,0.8,0
13-12-17,271,-8.3,39,1,0
13-12-17,271,-8.9,39,0.1,0
13-12-17,174,-9.2,44,0.4,0
14-12-17,171,-9.5,50,0.6,0
14-12-17,170,-9.8,48,0.8,0
14-12-17,107,-10.6,44,0.8,0
14-12-17,80,-10.7,48,0.4,0
14-12-17,52,-11,50,0.8,0
14-12-17,62,-10.8,48,0.8,0
14-12-17,108,-11,55,0.8,0
14-12-17,279,-10.9,57,1.1,0
14-12-17,621,-10.4,54,1.1,0
14-12-17,305,-9.4,44,0.5,0
14-12-17,189,-7.7,43,0.9,0
14-12-17,247,-6.1,38,1,0
14-12-17,278,-4.9,34,1.3,0
14-12-17,282,-3.8,32,0.9,0
14-12-17,294,-2.7,28,0.7,0
14-12-17,301,-2.5,29,1.1,0
14-12-17,335,-2.4,28,0.9,0
14-12-17,382,-2.9,31,0.6,0
14-12-17,612,-3.5,35,1.1,0
14-12-17,410,-4.2,40,0.9,0
14-12-17,277,-4.8,43,1.1,0
14-12-17,316,-4.8,45,0.8,0
14-12-17,309,-4.9,44,1.1,0
14-12-17,211,-5.6,53,1.2,0
15-12-17,227,-5.7,53,0.6,0
15-12-17,241,-6.3,57,0.4,0
15-12-17,162,-6.8,58,0.4,0
15-12-17,110,-6.9,56,0.5,0
15-12-17,69,-7.1,59,0.8,0
15-12-17,68,-7.5,64,0.9,0
15-12-17,129,-7.4,64,0.7,0
15-12-17,285,-7,63,0.6,0
15-12-17,658,-6.6,64,1.1,0
15-12-17,330,-5.9,60,0.6,0
15-12-17,221,-4.6,52,0.8,0
15-12-17,279,-2.9,46,1,0
15-12-17,309,-2.5,43,0.7,0
15-12-17,325,-1.6,40,0.3,0
15-12-17,329,-0.7,39,0.8,0
15-12-17,342,0.1,35,1.5,0
15-12-17,354,0,37,0.6,0
15-12-17,464,-0.2,39,0.8,0
15-12-17,682,0.1,43,0.9,0
15-12-17,451,0.6,41,1.2,0
15-12-17,320,0.9,42,1.2,0
15-12-17,300,0.7,47,2.7,0
15-12-17,296,-0.1,49,2,0
15-12-17,247,-1.3,60,2.5,0
16-12-17,217,-2.6,73,3.4,0
16-12-17,302,-3.4,76,2.9,0
16-12-17,228,-4.1,73,2.1,0
16-12-17,129,-4.5,71,1.6,0
16-12-17,80,-5,70,2.7,0
16-12-17,45,-5.6,72,2,0
16-12-17,66,-6.1,69,2.9,0
16-12-17,90,-6.7,64,2.1,0
16-12-17,190,-7.3,62,2.6,0
16-12-17,195,-7.2,47,2.8,0
16-12-17,201,-6.2,42,2.3,0
16-12-17,239,-5.2,30,4,0
16-12-17,252,-4.1,28,3.8,0
16-12-17,296,-3.7,23,4,0
16-12-17,292,-3.4,22,4.3,0
16-12-17,291,-3.3,22,5,0
16-12-17,258,-3.3,24,3.5,0
16-12-17,277,-4.6,26,2.6,0
16-12-17,212,-5.3,28,3.5,0
16-12-17,173,-6,32,2.4,0
16-12-17,143,-6.6,37,3.4,0
16-12-17,159,-7.1,39,3.2,0
16-12-17,155,-7.6,41,1.6,0
16-12-17,142,-8,41,2.2,0
17-12-17,175,-8.1,41,2,0
17-12-17,146,-8.4,40,1.6,0
17-12-17,132,-8.7,40,2.8,0
17-12-17,100,-9,40,3.1,0
17-12-17,41,-9.5,40,1.9,0
17-12-17,31,-9.7,41,3.1,0
17-12-17,39,-9.9,42,2.3,0
17-12-17,53,-10.2,42,2.3,0
17-12-17,94,-10.7,43,0.9,0
17-12-17,122,-10.5,38,1.1,0
17-12-17,142,-8.5,31,1.5,0
17-12-17,189,-7.2,29,1.8,0
17-12-17,216,-4.9,25,2.6,0
17-12-17,223,-4.5,25,3.2,0
17-12-17,268,-3.2,26,3.1,0
17-12-17,278,-2.5,28,2,0
17-12-17,256,-2.7,31,2.3,0
17-12-17,266,-3.8,35,2.4,0
17-12-17,204,-4.7,37,1.8,0
17-12-17,157,-5.6,39,1.1,0
17-12-17,166,-6,42,0.8,0
17-12-17,168,-6.5,45,0.7,0
17-12-17,172,-6.6,50,0.6,0
17-12-17,138,-6.9,53,0.7,0
18-12-17,151,-5.9,50,0.6,0
18-12-17,97,-5.3,48,0.4,0
18-12-17,38,-5,65,0.4,0
18-12-17,32,-5.3,76,1,0.3
18-12-17,29,-5.4,81,0.7,0
18-12-17,27,-5.3,81,0.9,0
18-12-17,45,-5.2,85,0.9,0.4
18-12-17,96,-5,85,0.7,0
18-12-17,146,-4.6,86,1.2,0
18-12-17,52,-4.3,89,1,1.6
18-12-17,36,-3.7,87,1,0
18-12-17,44,-2.9,85,1.2,0
18-12-17,62,-1.8,83,1.2,1.1
18-12-17,76,-0.9,84,1.2,0
18-12-17,116,0.5,76,0.9,0
18-12-17,137,1.6,73,0.9,0
18-12-17,181,1.8,76,0.8,0
18-12-17,175,0.4,84,0.8,0
18-12-17,281,0,88,0.6,0
18-12-17,198,1.3,65,1.1,0
18-12-17,165,3.3,65,3.2,0
18-12-17,148,2.8,73,2.4,0
18-12-17,160,1.5,82,2.4,0
18-12-17,128,0.1,81,2.9,0
19-12-17,122,-1,73,2.3,0
19-12-17,122,-2,72,0.8,0
19-12-17,93,-2.7,72,0.9,0
19-12-17,55,-2.8,58,1.6,0
19-12-17,39,-2.9,59,1.8,0
19-12-17,55,-3.9,66,0.7,0
19-12-17,78,-4.3,70,1.6,0
19-12-17,165,-4.4,64,2.8,0
19-12-17,390,-5.2,58,2.2,0
19-12-17,199,-5.3,48,2.6,0
19-12-17,151,-4.6,41,2.8,0
19-12-17,174,-3.5,35,2.2,0
19-12-17,191,-2.5,31,2.6,0
19-12-17,189,-2.2,25,3.2,0
19-12-17,178,-2.2,23,3.7,0
19-12-17,195,-1.3,26,3,0
19-12-17,211,-1.8,31,3.1,0
19-12-17,256,-2.7,35,1.8,0
19-12-17,384,-3.8,42,3.3,0
19-12-17,276,-4.5,51,2,0
19-12-17,225,-4.9,55,2,0
19-12-17,224,-5,57,1.9,0
19-12-17,213,-5.5,56,1.5,0
19-12-17,149,-5.8,57,1.7,0
20-12-17,142,-6.5,63,1.5,0
20-12-17,172,-7.3,67,1.1,0
20-12-17,108,-7.8,68,0.9,0
20-12-17,71,-8.1,70,1.3,0
20-12-17,38,-8.5,73,1,0
20-12-17,56,-8.3,67,0.9,0
20-12-17,97,-8.2,66,0.9,0
20-12-17,213,-8.1,67,0.9,0
20-12-17,466,-7.8,65,1.1,0
20-12-17,239,-6.7,62,1.1,0
20-12-17,162,-5.4,56,1.1,0
20-12-17,204,-4.2,51,1.1,0
20-12-17,209,-3.2,49,1.3,0
20-12-17,228,-1.3,43,1,0
20-12-17,243,-0.5,44,1,0
20-12-17,240,-0.2,45,1,0
20-12-17,225,-0.5,48,1.1,0
20-12-17,237,-0.9,70,1.1,0
20-12-17,329,-1.4,79,1.6,0.1
20-12-17,190,-1.5,81,1.8,0
20-12-17,165,-1.9,86,0.9,0
20-12-17,197,-2,83,1.2,0.1
20-12-17,184,-1.6,82,0.4,0
20-12-17,153,-1.1,87,1.4,0
21-12-17,166,-1.3,90,2,0
21-12-17,189,-1.8,90,1.6,0
21-12-17,132,-2.2,88,1.4,0
21-12-17,79,-2.9,89,1.3,0
21-12-17,58,-3.6,91,1.2,0
21-12-17,49,-4.3,91,1.5,0
21-12-17,84,-4.8,91,1.1,0
21-12-17,178,-5.3,90,1.1,0
21-12-17,423,-5.6,89,0.9,0
21-12-17,265,-5.3,88,0.4,0
21-12-17,169,-3,71,0.7,0
21-12-17,243,-0.7,62,0.7,0
21-12-17,290,1.9,40,2,0
21-12-17,285,3.2,42,1.8,0
21-12-17,255,4.3,47,2.3,0
21-12-17,316,4.4,46,1.4,0
21-12-17,301,4.1,51,1.8,0
21-12-17,366,2.9,60,1.3,0
21-12-17,531,1.7,64,1.3,0
21-12-17,355,0.8,71,0.9,0
21-12-17,288,0.2,72,0.7,0
21-12-17,248,-0.4,74,0.6,0
21-12-17,252,-1.1,78,0.6,0
21-12-17,212,-1.5,79,0.6,0
22-12-17,196,-1.7,79,0.5,0
22-12-17,250,-1.6,79,0.6,0
22-12-17,161,-1.1,79,0.7,0
22-12-17,99,-0.6,76,0.5,0
22-12-17,64,-0.3,76,0.9,0
22-12-17,76,-0.2,73,0.8,0
22-12-17,114,-0.1,71,0.8,0
22-12-17,283,-0.3,72,0.7,0
22-12-17,544,-0.4,69,0.5,0
22-12-17,298,0.3,67,0.7,0
22-12-17,248,1.4,64,1,0
22-12-17,278,3.1,57,0.8,0
22-12-17,301,4.5,56,0.8,0
22-12-17,320,5.4,55,1.2,0
22-12-17,326,5.9,55,0.6,0
22-12-17,386,6.5,55,0.9,0
22-12-17,416,6,58,0.7,0
22-12-17,477,5.4,61,1.3,0
22-12-17,671,4.9,63,0.6,0
22-12-17,481,5.2,64,0.7,0
22-12-17,323,5.9,67,1.3,0
22-12-17,309,6.1,70,2.2,0
22-12-17,314,6.1,70,2.7,0
22-12-17,249,5.8,74,2.5,0
23-12-17,282,5.8,75,1.9,0
23-12-17,337,5.7,75,1.7,0
23-12-17,312,5.6,76,1.6,0
23-12-17,230,5.4,77,1.6,0
23-12-17,120,5.3,79,0.9,0
23-12-17,59,5,81,1.2,0
23-12-17,63,5.1,81,1.3,0
23-12-17,99,5.1,82,0.7,0
23-12-17,188,5.1,83,0.9,0
23-12-17,239,5.2,84,0.7,0
23-12-17,235,5.4,82,1.2,0
23-12-17,282,5.7,81,1.1,0
23-12-17,325,7,72,1.9,0
23-12-17,423,7.7,68,1,0
23-12-17,405,8.6,63,1.6,0
23-12-17,443,8.6,64,1.5,0
23-12-17,473,8.2,64,1,0
23-12-17,453,7.7,67,0.9,0
23-12-17,340,6.6,73,0.4,0
23-12-17,260,6,76,1.1,0
23-12-17,258,5.9,75,1.5,0
23-12-17,279,5.6,77,0.9,0
23-12-17,282,5.3,79,0.6,0
23-12-17,237,5.5,80,0.6,0
24-12-17,266,5.6,78,0.6,0
24-12-17,251,5.6,78,0.5,0
24-12-17,196,5.4,80,0.9,0
24-12-17,149,5.2,82,0.8,0
24-12-17,79,5.2,82,0.7,0
24-12-17,44,5.1,82,0.6,0
24-12-17,12,4.9,84,1.3,0.1
24-12-17,3,4.7,89,1.1,0
24-12-17,4,4.6,91,1.7,0
24-12-17,3,4.6,94,0.9,6.4
24-12-17,4,4.8,96,0.6,0
24-12-17,9,4.6,95,0.8,0
24-12-17,4,4.1,91,0.8,9.5
24-12-17,7,3.7,90,0.7,0
24-12-17,28,3.3,90,2.5,0
24-12-17,38,2.9,90,2,3.5
24-12-17,54,2.3,91,3.3,0
24-12-17,104,2.2,86,2.6,0
24-12-17,128,1.9,82,4.3,0.5
24-12-17,132,1.1,68,4.4,0
24-12-17,116,0.6,67,3.3,0
24-12-17,145,0.4,69,3.5,0
24-12-17,110,0.2,69,2.7,0
24-12-17,128,0,63,3.2,0
25-12-17,160,-0.6,64,2.4,0
25-12-17,132,-1.2,57,4.3,0
25-12-17,115,-1.8,53,4.1,0
25-12-17,100,-2.3,52,3.4,0
25-12-17,72,-3,51,3.2,0
25-12-17,32,-3.7,51,2.6,0
25-12-17,59,-4.1,50,3,0
25-12-17,61,-4.6,46,2.8,0
25-12-17,94,-4.9,44,3,0
25-12-17,107,-4.6,40,3.5,0
25-12-17,133,-3.7,35,3.7,0
25-12-17,179,-2.8,35,2.9,0
25-12-17,221,-1.6,33,2.5,0
25-12-17,244,-1.5,33,3.8,0
25-12-17,274,-0.4,31,2,0
25-12-17,319,0.4,28,2.5,0
25-12-17,272,0.4,27,2,0
25-12-17,260,-0.7,29,2,0
25-12-17,237,-1.6,33,2,0
25-12-17,184,-1.8,41,2.1,0
25-12-17,181,-2.1,49,1.7,0
25-12-17,185,-1.7,51,1.7,0
25-12-17,176,-1.3,53,1.7,0
25-12-17,169,-1,55,1.9,0
26-12-17,178,-1.4,58,1,0
26-12-17,127,-1.5,62,1.3,0
26-12-17,85,-2.1,69,1,0
26-12-17,72,-2.6,70,1,0
26-12-17,49,-2.6,72,1.4,0
26-12-17,65,-2.9,77,0.8,0
26-12-17,120,-2.8,73,0.7,0
26-12-17,296,-2.9,73,1.9,0
26-12-17,578,-2.7,68,2.2,0
26-12-17,293,-2.8,52,2.9,0
26-12-17,180,-2.2,36,4.1,0
26-12-17,250,-2.1,28,4.9,0
26-12-17,262,-1.3,23,4,0
26-12-17,262,-2,15,4.7,0
26-12-17,271,-1.6,20,4.3,0
26-12-17,246,-1.9,17,5,0
26-12-17,282,-1.9,17,3.3,0
26-12-17,350,-3.6,20,3.7,0
26-12-17,481,-4.7,23,3.4,0
26-12-17,317,-5.4,27,3,0
26-12-17,252,-6.1,32,4.7,0
26-12-17,220,-6.6,39,3.2,0
26-12-17,213,-7.2,38,3.1,0
26-12-17,156,-7.5,37,3.1,0
27-12-17,133,-7.9,37,2.2,0
27-12-17,142,-8.2,39,1.8,0
27-12-17,93,-8.6,37,1.5,0
27-12-17,81,-9.1,37,1,0
27-12-17,55,-9.1,33,2.3,0
27-12-17,66,-9.4,36,1.9,0
27-12-17,105,-9.8,37,1.7,0
27-12-17,262,-10.1,38,2.3,0
27-12-17,502,-10.2,35,1.8,0
27-12-17,279,-9.8,33,2,0
27-12-17,146,-8.5,29,2.4,0
27-12-17,213,-6.8,28,2.1,0
27-12-17,230,-5.5,21,2.1,0
27-12-17,258,-4.7,18,3.7,0
27-12-17,231,-4,18,2.4,0
27-12-17,228,-3.1,16,2.2,0
27-12-17,269,-3.2,23,2.7,0
27-12-17,314,-4.2,26,2.2,0
27-12-17,466,-5.2,32,2.2,0
27-12-17,315,-5.5,31,2.1,0
27-12-17,262,-5.9,34,0.9,0
27-12-17,242,-6.4,34,1.2,0
27-12-17,243,-6.4,36,1.3,0
27-12-17,216,-6.3,39,0.9,0
28-12-17,164,-6.5,41,1.7,0
28-12-17,169,-6.6,39,1.4,0
28-12-17,163,-6.6,34,1.8,0
28-12-17,86,-6,32,2.5,0
28-12-17,50,-5.8,32,1.6,0
28-12-17,61,-5.7,28,1.2,0
28-12-17,103,-5.5,24,0.5,0
28-12-17,257,-5,31,0.5,0
28-12-17,554,-4.7,30,0.6,0
28-12-17,326,-4.3,38,0.7,0
28-12-17,225,-3.4,33,1.3,0
28-12-17,288,-2.1,34,1,0
28-12-17,286,-0.8,38,1,0
28-12-17,301,0.8,46,1.4,0
28-12-17,311,0.8,55,1.8,0
28-12-17,303,0.4,57,2.4,0
28-12-17,390,0.3,57,2.3,0
28-12-17,407,0.2,58,2,0
28-12-17,552,-0.6,62,1.6,0
28-12-17,402,-0.4,62,0.9,0
28-12-17,319,-0.3,62,1.3,0
28-12-17,332,-0.2,62,0.6,0
28-12-17,285,0,63,1.3,0
28-12-17,260,0.1,63,1.1,0
29-12-17,233,0.2,63,0.7,0
29-12-17,269,0.3,63,0.7,0
29-12-17,210,0.5,63,1,0
29-12-17,135,0.6,64,0.4,0
29-12-17,85,0.6,65,0.4,0
29-12-17,67,0.7,66,0.7,0
29-12-17,128,0.8,68,0.6,0
29-12-17,289,0.9,67,0.6,0
29-12-17,636,1,68,0.6,0
29-12-17,353,1.2,67,0.2,0
29-12-17,252,1.9,65,0.3,0
29-12-17,317,3.1,62,1.1,0
29-12-17,363,4.3,62,1.6,0
29-12-17,370,5.2,58,2.5,0
29-12-17,419,5.7,54,3.5,0
